shadow_event_id,corridor,day_of_week,day_name,time_bucket,incident_count,weighted_count,severity_sum,top_cause,lat_centroid,lon_centroid,weeks_present,accident_count,recurrence_score,frequency_score,severity_score,risk_score,probability_score,seri,seri_band,risk_level,corridor_relative_score
SE0540,IRR(Thanisandra road),2.0,Wednesday,morning,2,3.0,2.0,vehicle_breakdown,12.9271234,77.62063635000001,1,0,0.0435,0.0097,0.0059,0.0112,0.0112,2.25,Low,Low,0.1818
SE0541,ORR North 2,6.0,Sunday,night,2,3.0,2.0,vehicle_breakdown,13.03553875,77.54135389999999,1,0,0.0435,0.0097,0.0059,0.0112,0.0112,2.25,Low,Low,0.1
SE0542,Varthur Road,4.0,Friday,midnight,2,3.0,2.0,vehicle_breakdown,12.95572309,77.71976620999999,1,0,0.0435,0.0097,0.0059,0.0112,0.0112,2.25,Low,Low,0.2
SE0543,CBD 1,6.0,Sunday,morning,2,3.0,1.8,others,12.982178999999999,77.6083839,1,0,0.0435,0.0097,0.0053,0.0112,0.0112,2.23,Low,Low,0.5
SE0544,ORR East 2,0.0,Monday,early_morning,2,3.0,1.6,others,12.985722299999999,77.69019445,1,0,0.0435,0.0097,0.0047,0.0112,0.0112,2.22,Low,Low,0.069
SE0545,Tumkur Road,6.0,Sunday,night,1,3.0,3.0,accident,13.0356634,77.5264227,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.0571
SE0546,ORR North 1,3.0,Thursday,afternoon,1,3.0,3.0,accident,13.0036733,77.6631733,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.08
SE0547,Old Madras Road,0.0,Monday,night,1,3.0,3.0,accident,12.9773537,77.6271626,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.087
SE0548,Bellary Road 2,6.0,Sunday,evening,1,3.0,3.0,accident,13.0967483,77.5979683,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.069
SE0549,Bellary Road 2,4.0,Friday,evening,1,3.0,3.0,accident,13.0950829,77.5972815,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.069
SE0550,ORR North 1,2.0,Wednesday,afternoon,1,3.0,3.0,accident,13.0189343,77.6565383,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.08
SE0551,Hosur Road,2.0,Wednesday,evening,1,3.0,3.0,accident,12.9094178,77.6276237,1,1,0.0435,0.0049,0.0089,0.0112,0.0112,2.11,Low,Low,0.0455
SE0552,ORR North 1,3.0,Thursday,evening,1,1.5,2.0,congestion,13.0238743,77.6432731,1,0,0.0435,0.0049,0.0059,0.0056,0.0056,2.05,Low,Low,0.04
SE0553,Old Airport Road,4.0,Friday,afternoon,1,1.5,1.5,water_logging,12.9634765,77.6415675,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1667
SE0554,Airport New South Road,5.0,Saturday,early_morning,1,1.5,1.5,construction,13.00271757,77.62213905,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1429
SE0555,ORR East 2,6.0,Sunday,morning,1,1.5,1.5,construction,12.9694267,77.7006781,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.0345
SE0556,ORR East 2,5.0,Saturday,morning,1,1.5,1.5,water_logging,12.9731512,77.6987119,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.0345
SE0557,Hennur Main Road,4.0,Friday,midnight,1,1.5,1.5,water_logging,13.04239208,77.62506662,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.0714
SE0558,Airport New South Road,0.0,Monday,early_morning,1,1.5,1.5,construction,13.0395748,77.6414231,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1429
SE0559,ORR North 1,6.0,Sunday,evening,1,1.5,1.5,construction,13.0421218,77.5939679,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.04
SE0560,Old Airport Road,3.0,Thursday,evening,1,1.5,1.5,construction,12.957165,77.6746067,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1667
SE0561,ORR East 1,1.0,Tuesday,evening,1,1.5,1.5,construction,12.946469,77.6986754,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.04
SE0562,Varthur Road,5.0,Saturday,afternoon,1,1.5,1.5,water_logging,12.9591783,77.7464824,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1
SE0563,Mysore Road,3.0,Thursday,evening,1,1.5,1.5,construction,12.965034,77.5747048,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.0219
SE0564,Airport New South Road,3.0,Thursday,morning,1,1.5,1.5,construction,13.0394777,77.6414762,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1429
SE0565,CBD 2,1.0,Tuesday,afternoon,1,1.5,1.5,water_logging,12.9837283,77.5938566,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1111
SE0566,Varthur Road,2.0,Wednesday,evening,1,1.5,1.5,construction,12.9568587,77.7012705,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1
SE0567,Varthur Road,1.0,Tuesday,evening,1,1.5,1.5,construction,12.9567539,77.7013119,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.1
SE0568,Bannerghata Road,4.0,Friday,evening,1,1.5,1.5,construction,12.8993805,77.6006482,1,0,0.0435,0.0049,0.0044,0.0056,0.0056,2.02,Low,Low,0.0204
SE0569,IRR(Thanisandra road),4.0,Friday,afternoon,1,1.5,1.2,tree_fall,12.9312087,77.6232367,1,0,0.0435,0.0049,0.0036,0.0056,0.0056,2.01,Low,Low,0.0909
SE0570,IRR(Thanisandra road),0.0,Monday,evening,1,1.5,1.2,tree_fall,12.9783724,77.6422748,1,0,0.0435,0.0049,0.0036,0.0056,0.0056,2.01,Low,Low,0.0909
SE0571,CBD 1,4.0,Friday,early_morning,1,1.5,1.2,tree_fall,12.9801535,77.6126505,1,0,0.0435,0.0049,0.0036,0.0056,0.0056,2.01,Low,Low,0.25
SE0572,Airport New South Road,4.0,Friday,morning,1,1.5,1.2,tree_fall,13.004089,77.6194467,1,0,0.0435,0.0049,0.0036,0.0056,0.0056,2.01,Low,Low,0.1429
SE0573,West of Chord Road,5.0,Saturday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9518426,77.5373142,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0833
SE0574,Bellary Road 1,1.0,Tuesday,night,1,1.5,1.0,vehicle_breakdown,13.0144394,77.5838724,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.025
SE0575,Bannerghata Road,6.0,Sunday,midnight,1,1.5,1.0,vehicle_breakdown,12.9144561,77.5999649,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0204
SE0576,Bannerghata Road,5.0,Saturday,evening,1,1.5,1.0,vehicle_breakdown,12.9151988,77.5999584,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0204
SE0577,Tumkur Road,3.0,Thursday,night,1,1.5,1.0,vehicle_breakdown,13.0400041,77.5180991,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0286
SE0578,Bannerghata Road,2.0,Wednesday,afternoon,1,1.5,1.0,vehicle_breakdown,12.8570928,77.5889739,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0204
SE0579,Varthur Road,0.0,Monday,early_morning,1,1.5,1.0,vehicle_breakdown,12.953675,77.717451,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0580,Bannerghata Road,1.0,Tuesday,evening,1,1.5,1.0,vehicle_breakdown,12.9219483,77.6002467,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0204
SE0581,Airport New South Road,6.0,Sunday,early_morning,1,1.5,1.0,vehicle_breakdown,13.0271111,77.633527,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1429
SE0582,Varthur Road,0.0,Monday,morning,1,1.5,1.0,pot_holes,12.9559169,77.7148996,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0583,Varthur Road,2.0,Wednesday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9559677,77.7010091,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0584,Tumkur Road,5.0,Saturday,night,1,1.5,1.0,vehicle_breakdown,13.0298275,77.539851,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0286
SE0585,Varthur Road,1.0,Tuesday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9557282,77.7186721,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0586,IRR(Thanisandra road),6.0,Sunday,morning,1,1.5,1.0,vehicle_breakdown,12.97058459,77.64127574,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0909
SE0587,Bellary Road 1,2.0,Wednesday,evening,1,1.5,1.1,road_conditions,13.0423232,77.5900171,1,0,0.0435,0.0049,0.0033,0.0056,0.0056,2.0,Low,Low,0.025
SE0588,ORR North 1,0.0,Monday,evening,1,1.5,1.0,vehicle_breakdown,13.0018539,77.6634748,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0589,ORR North 1,1.0,Tuesday,evening,1,1.5,1.0,vehicle_breakdown,13.0191483,77.65442,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0590,ORR North 1,1.0,Tuesday,afternoon,1,1.5,1.0,vehicle_breakdown,13.0074843,77.662499,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0591,ORR West 1,0.0,Monday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9259772,77.54924,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0667
SE0592,ORR North 2,0.0,Monday,morning,1,1.5,1.0,vehicle_breakdown,13.0418888,77.5476664,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.05
SE0593,ORR North 1,1.0,Tuesday,night,1,1.5,1.0,vehicle_breakdown,12.9962958,77.6687511,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0594,ORR East 2,4.0,Friday,afternoon,1,1.5,1.0,vehicle_breakdown,13.0008646,77.6775611,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0595,CBD 2,6.0,Sunday,morning,1,1.5,1.0,vehicle_breakdown,12.9819279,77.5948338,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1111
SE0596,ORR North 1,5.0,Saturday,night,1,1.5,1.0,vehicle_breakdown,12.9955054,77.6656028,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0597,ORR West 1,1.0,Tuesday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9470254,77.5316674,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0667
SE0598,ORR North 2,3.0,Thursday,night,1,1.5,1.0,vehicle_breakdown,13.0400395,77.5438972,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.05
SE0599,ORR North 2,0.0,Monday,night,1,1.5,1.0,vehicle_breakdown,13.0427386,77.5506686,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.05
SE0600,ORR North 2,2.0,Wednesday,afternoon,1,1.5,1.1,road_conditions,13.0458524,77.5811057,1,0,0.0435,0.0049,0.0033,0.0056,0.0056,2.0,Low,Low,0.05
SE0601,ORR North 2,3.0,Thursday,afternoon,1,1.5,1.0,vehicle_breakdown,13.03826,77.54192,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.05
SE0602,Varthur Road,5.0,Saturday,early_morning,1,1.5,1.0,pot_holes,12.95717,77.7457367,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0603,CBD 1,5.0,Saturday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9804811,77.6073994,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.25
SE0604,CBD 1,4.0,Friday,midnight,1,1.5,1.0,vehicle_breakdown,12.9801409,77.6074116,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.25
SE0605,ORR East 1,0.0,Monday,night,1,1.5,1.0,vehicle_breakdown,12.93934584,77.69560186,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0606,Old Airport Road,0.0,Monday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9597916,77.6415806,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1667
SE0607,ORR West 1,3.0,Thursday,evening,1,1.5,1.0,vehicle_breakdown,12.9450066,77.5274017,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0667
SE0608,Magadi Road,0.0,Monday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9761392,77.5645986,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0526
SE0609,ORR East 1,2.0,Wednesday,evening,1,1.5,1.0,vehicle_breakdown,12.9516408,77.6996385,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0610,Hosur Road,0.0,Monday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9063758,77.6294866,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0227
SE0611,Hosur Road,1.0,Tuesday,evening,1,1.5,1.0,vehicle_breakdown,12.9212433,77.6203446,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0227
SE0612,Hosur Road,1.0,Tuesday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9202917,77.6207772,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0227
SE0613,Hosur Road,0.0,Monday,night,1,1.5,1.0,vehicle_breakdown,12.9240352,77.6184979,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0227
SE0614,Bellary Road 1,6.0,Sunday,night,1,1.5,1.0,vehicle_breakdown,13.00725,77.58399,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.025
SE0615,Hennur Main Road,4.0,Friday,afternoon,1,1.5,1.0,vehicle_breakdown,13.0695006,77.6335078,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0714
SE0616,ORR West 1,3.0,Thursday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9453,77.527915,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0667
SE0617,Magadi Road,4.0,Friday,afternoon,1,1.5,1.0,vehicle_breakdown,12.984534,77.5280156,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0526
SE0618,ORR North 1,4.0,Friday,night,1,1.5,1.0,vehicle_breakdown,12.9959077,77.6710497,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0619,ORR East 2,0.0,Monday,morning,1,1.5,1.0,vehicle_breakdown,12.9684489,77.7013454,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0620,ORR East 2,6.0,Sunday,midnight,1,1.5,1.0,vehicle_breakdown,13.0001085,77.6762542,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0621,ORR East 2,5.0,Saturday,night,1,1.5,1.0,vehicle_breakdown,12.961388,77.7014929,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0622,ORR East 2,0.0,Monday,night,1,1.5,1.0,vehicle_breakdown,12.9999998,77.6821895,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0623,ORR East 2,1.0,Tuesday,night,1,1.5,1.0,vehicle_breakdown,12.9630608,77.7023872,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0624,ORR East 2,2.0,Wednesday,night,1,1.5,1.0,vehicle_breakdown,12.9677329,77.7016837,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0625,Old Madras Road,3.0,Thursday,afternoon,1,1.5,1.0,vehicle_breakdown,12.972653,77.6185064,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0435
SE0626,Bellary Road 2,0.0,Monday,night,1,1.5,1.0,vehicle_breakdown,13.0824868,77.5933591,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0627,Mysore Road,6.0,Sunday,night,1,1.5,1.0,vehicle_breakdown,12.9674799,77.5881237,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0219
SE0628,Mysore Road,5.0,Saturday,night,1,1.5,1.0,vehicle_breakdown,12.9480061,77.5350513,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0219
SE0629,Old Airport Road,3.0,Thursday,afternoon,1,1.5,1.1,road_conditions,12.9629602,77.6417244,1,0,0.0435,0.0049,0.0033,0.0056,0.0056,2.0,Low,Low,0.1667
SE0630,Old Madras Road,2.0,Wednesday,evening,1,1.5,1.0,vehicle_breakdown,12.9860725,77.6465962,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0435
SE0631,Old Airport Road,5.0,Saturday,midnight,1,1.5,1.0,vehicle_breakdown,12.9608088,77.6386153,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1667
SE0632,ORR East 1,6.0,Sunday,midnight,1,1.5,1.0,vehicle_breakdown,12.9310883,77.6868476,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0633,ORR East 1,6.0,Sunday,night,1,1.5,1.0,vehicle_breakdown,12.9384057,77.697696,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0634,CBD 2,4.0,Friday,afternoon,1,1.5,1.0,pot_holes,12.9859142,77.5979584,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1111
SE0635,Varthur Road,3.0,Thursday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9566301,77.7444294,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0636,Varthur Road,5.0,Saturday,midnight,1,1.5,1.0,vehicle_breakdown,12.9563113,77.7058354,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0637,CBD 1,3.0,Thursday,morning,1,1.5,1.0,pot_holes,12.9824651,77.6124895,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.25
SE0638,Mysore Road,2.0,Wednesday,night,1,1.5,1.0,vehicle_breakdown,12.9487705,77.5356957,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0219
SE0639,ORR East 1,0.0,Monday,morning,1,1.5,1.0,vehicle_breakdown,12.9217289,77.6448719,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.04
SE0640,Bellary Road 2,3.0,Thursday,evening,1,1.5,1.0,vehicle_breakdown,13.076532,77.5928613,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0641,Bellary Road 2,1.0,Tuesday,evening,1,1.5,1.0,vehicle_breakdown,13.0829633,77.59313,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0345
SE0642,Old Madras Road,4.0,Friday,night,1,1.5,1.0,vehicle_breakdown,12.9863247,77.6478879,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0435
SE0643,CBD 2,3.0,Thursday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9818726,77.5949282,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1111
SE0644,Old Madras Road,4.0,Friday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9775143,77.608447,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0435
SE0645,Old Airport Road,3.0,Thursday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9632557,77.6414175,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1667
SE0646,CBD 1,4.0,Friday,morning,1,1.5,1.0,vehicle_breakdown,12.9809837,77.6111124,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.25
SE0647,CBD 1,3.0,Thursday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9800149,77.602535,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.25
SE0648,CBD 1,1.0,Tuesday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9813333,77.6115333,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.25
SE0649,Mysore Road,0.0,Monday,night,1,1.5,1.0,vehicle_breakdown,12.9538997,77.5433473,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0219
SE0650,Airport New South Road,4.0,Friday,afternoon,1,1.5,1.0,vehicle_breakdown,13.0012616,77.6190522,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1429
SE0651,Varthur Road,6.0,Sunday,midnight,1,1.5,1.0,vehicle_breakdown,12.9567383,77.7075067,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0652,West of Chord Road,6.0,Sunday,night,1,1.5,1.0,vehicle_breakdown,12.951396,77.5370097,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0833
SE0653,Varthur Road,6.0,Sunday,early_morning,1,1.5,1.0,vehicle_breakdown,12.9577083,77.7458017,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0654,Mysore Road,2.0,Wednesday,evening,1,1.5,1.0,vehicle_breakdown,12.9407201,77.5247945,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.0219
SE0655,Varthur Road,3.0,Thursday,evening,1,1.5,1.0,vehicle_breakdown,12.9564114,77.7456022,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0656,Varthur Road,4.0,Friday,afternoon,1,1.5,1.0,vehicle_breakdown,12.9559776,77.7167132,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1
SE0657,CBD 2,2.0,Wednesday,morning,1,1.5,1.0,pot_holes,12.9834253,77.5950206,1,0,0.0435,0.0049,0.003,0.0056,0.0056,2.0,Low,Low,0.1111
SE0658,Hosur Road,0.0,Monday,evening,1,1.5,0.8,others,12.9194436,77.6214189,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.0227
SE0659,Bellary Road 1,4.0,Friday,evening,1,1.5,0.8,others,13.0073731,77.5838704,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.025
SE0660,ORR North 2,5.0,Saturday,afternoon,1,1.5,0.8,others,13.0436796,77.5537056,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.05
SE0661,IRR(Thanisandra road),0.0,Monday,early_morning,1,1.5,0.8,others,12.9702655,77.6411052,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.0909
SE0662,Old Airport Road,4.0,Friday,early_morning,1,1.5,0.8,others,12.9591732,77.6571489,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.1667
SE0663,ORR East 1,2.0,Wednesday,night,1,1.5,0.8,others,12.9246879,77.6494864,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.04
SE0664,Old Airport Road,6.0,Sunday,early_morning,1,1.5,0.8,others,12.9591464,77.6575131,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.1667
SE0665,CBD 1,2.0,Wednesday,midnight,1,1.5,0.8,others,12.9810883,77.6102469,1,0,0.0435,0.0049,0.0024,0.0056,0.0056,1.98,Low,Low,0.25
